firm,iso_o,category,parent
"MILESTONE INTERMEDIATE HOLDINGS, INC.",USA,software_enterprise-software_business-intelligence-software,ADOBE INC
MILESTONE TOPCO INC,USA,software_enterprise-software_business-intelligence-software,ADOBE INC
MILLARWORLD LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
MINDGEEK CONSULTING PRIVATE LIMITED,IND,digital-media_video-on-demand_video-streaming-svod,MINDGEEK S.A R.L.
MINDGEEK S.A R.L.,LUX,digital-media_video-on-demand_video-streaming-svod,MINDGEEK S.A R.L.
MINDGEEKS TECH LLP,IND,digital-media_video-on-demand_video-streaming-svod,MINDGEEK S.A R.L.
MINICLIP (UK) LIMITED,GBR,digital-media_video-games_gaming-networks,MINICLIP (UK) LIMITED
"MINICLIP PORTUGAL, UNIPESSOAL, LDA",PRT,digital-media_video-games_gaming-networks,MINICLIP (UK) LIMITED
MINICLIP SA,CHE,digital-media_video-games_gaming-networks,MINICLIP (UK) LIMITED
MOBIATA LLC,USA,digital-advertising,"EXPEDIA GROUP, INC."
MOBIATA LLC,USA,online-travel-market,"EXPEDIA GROUP, INC."
MOHR DEVELOPMENT INC,USA,cloud-computing,ORACLE CORP
MOHR DEVELOPMENT INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MOJI INC,USA,software_enterprise-software_customer-relationship-management-software,"DROPBOX, INC."
MONACO ACQUISITION CORP,USA,cloud-computing,ORACLE CORP
MONACO ACQUISITION CORP,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MOONSHOT ACQUISITION CORPORATION,USA,cloud-computing,ORACLE CORP
MOONSHOT ACQUISITION CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MPP HOLDINGS INC,USA,digital-media_video-games_pc-games,ELECTRONIC ARTS INC
MPP STUDIOS INC,USA,digital-media_video-games_pc-games,ELECTRONIC ARTS INC
"MULESOFT, INC.",USA,cloud-computing,SALESFORCE INC
"MULESOFT, INC.",USA,software_enterprise-software_customer-relationship-management-software,SALESFORCE INC
"MUSINSA CO.,LTD",KOR,online-ride-hailing,"GOTO CO.,LTD."
MVALENT TECHNOLOGIES PRIVATE LIMITED,IND,cloud-computing,ORACLE CORP
MVALENT TECHNOLOGIES PRIVATE LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MY.COM B.V.,NLD,digital-advertising,VK CORPORATION
MYSQL AB,SWE,cloud-computing,ORACLE CORP
MYSQL AB,SWE,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MYSQL AMERICAS INC,USA,cloud-computing,ORACLE CORP
MYSQL AMERICAS INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MYSQL AUSTRALIA PTY LTD,AUS,cloud-computing,ORACLE CORP
MYSQL AUSTRALIA PTY LTD,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MYSQL IRELAND LIMITED,IRL,cloud-computing,ORACLE CORP
MYSQL IRELAND LIMITED,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MYSQL LLC,RUS,cloud-computing,ORACLE CORP
MYSQL LLC,RUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
MYSQL UK LIMITED,GBR,cloud-computing,ORACLE CORP
MYSQL UK LIMITED,GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
NADEO,FRA,digital-media_video-games_pc-games,UBISOFT SRL
NAMEENGINE INC,USA,cloud-computing,VERISIGN INC
NAPA,USA,software_enterprise-software_other-enterprise-software,NAPA
NARIS LTD,ISR,online-gambling,STARS GROUP INC. (THE)
NASPERS,ZAF,digital-advertising,NASPERS
NASPERS,ZAF,online-food-ordering,NASPERS
NASPERS,ZAF,online-marketplace,NASPERS
NASPERS,ZAF,payment-service,NASPERS
NATIONAL TELEMANAGEMENT CORP,USA,software_enterprise-software_customer-relationship-management-software,VERISIGN INC
NAUGHTY DOG,USA,digital-media_video-games_pc-games,SONY GROUP CORPORATION
NAVER CLOUD CORP,KOR,cloud-computing,NAVER CORPORATION
NAVER CORPORATION,KOR,cloud-computing,NAVER CORPORATION
NAVER CORPORATION,KOR,digital-advertising,NAVER CORPORATION
NAVER CORPORATION,KOR,online-marketplace,NAVER CORPORATION
NAVER CORPORATION,KOR,payment-service,NAVER CORPORATION
NAVER FRANCE,FRA,cloud-computing,NAVER CORPORATION
NAVER FRANCE,FRA,digital-advertising,NAVER CORPORATION
NAVER FRANCE,FRA,online-marketplace,NAVER CORPORATION
NAVER FRANCE,FRA,payment-service,NAVER CORPORATION
NAVER I & S CORP,KOR,cloud-computing,NAVER CORPORATION
NAVER I & S CORP,KOR,digital-advertising,NAVER CORPORATION
NAVER I & S CORP,KOR,online-marketplace,NAVER CORPORATION
NAVER I & S CORP,KOR,payment-service,NAVER CORPORATION
NAVER WEBTOON LTD,KOR,cloud-computing,NAVER CORPORATION
NAVER WEBTOON LTD,KOR,digital-advertising,NAVER CORPORATION
NAVER WEBTOON LTD,KOR,online-marketplace,NAVER CORPORATION
NAVER WEBTOON LTD,KOR,payment-service,NAVER CORPORATION
NAVER Z CORPORATION,KOR,cloud-computing,NAVER CORPORATION
NAVER Z CORPORATION,KOR,digital-advertising,NAVER CORPORATION
NAVER Z CORPORATION,KOR,online-marketplace,NAVER CORPORATION
NAVER Z CORPORATION,KOR,payment-service,NAVER CORPORATION
ND CUBE LLC,USA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
"NEO COMPANY CO.,LTD",KOR,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
NET BRAINS,USA,software_enterprise-software_customer-relationship-management-software,"RACKSPACE TECHNOLOGY, INC."
"NETAPP, INC.",USA,cloud-computing,"NETAPP, INC."
"NETEASE (HANGZHOU) NETWORK CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"NETEASE (HANGZHOU) NETWORK CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"NETEASE (HANGZHOU) NETWORK CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
"NETEASE INFORMATION TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"NETEASE INFORMATION TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"NETEASE INFORMATION TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
NETEASE INFORMATION TECHNOLOGY CORP,USA,digital-advertising,"NETEASE, INC."
NETEASE INFORMATION TECHNOLOGY CORP,USA,digital-media_digital-music_music-streaming,"NETEASE, INC."
NETEASE INFORMATION TECHNOLOGY CORP,USA,digital-media_video-games_pc-games,"NETEASE, INC."
"NETEASE KOALA (HANGZHOU) TECHNOLOGY CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"NETEASE KOALA (HANGZHOU) TECHNOLOGY CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"NETEASE KOALA (HANGZHOU) TECHNOLOGY CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
"NETEASE LEDE TECHNOLOGY (TIANJIN) CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"NETEASE LEDE TECHNOLOGY (TIANJIN) CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"NETEASE LEDE TECHNOLOGY (TIANJIN) CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
"NETEASE MEDIA TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"NETEASE MEDIA TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"NETEASE MEDIA TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
NETEASE TECH PRIVATE LIMITED,IND,digital-advertising,"NETEASE, INC."
NETEASE TECH PRIVATE LIMITED,IND,digital-media_digital-music_music-streaming,"NETEASE, INC."
NETEASE TECH PRIVATE LIMITED,IND,digital-media_video-games_pc-games,"NETEASE, INC."
"NETEASE YOUDAO INFORMATION TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"NETEASE YOUDAO INFORMATION TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"NETEASE YOUDAO INFORMATION TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
"NETEASE, INC.",CYM,digital-advertising,"NETEASE, INC."
"NETEASE, INC.",CYM,digital-media_digital-music_music-streaming,"NETEASE, INC."
"NETEASE, INC.",CYM,digital-media_video-games_pc-games,"NETEASE, INC."
NETFLIX ANIMATION LLC,USA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX AUSTRALIA PTY LTD,AUS,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX CPX INTERNATIONAL B.V.,NLD,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX ENTERTAINMENT SERVICES INDIA LLP,IND,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX ENTRETENIMENTO BRASIL LTDA.,BRA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX INFRASTRUCTURE PRIVATE LIMITED,IND,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX LUXEMBOURG S.A R.L.,LUX,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX PRODUCTIONS UK LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX PTE. LTD.,SGP,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX PTY. LTD.,AUS,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX SERVICES GERMANY GMBH,DEU,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX SERVICES HOLDINGS B.V.,NLD,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX SERVICES ITALY S.R.L.,ITA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX SERVICES KOREA LTD,KOR,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX SERVICES UK LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX SERVICIOS DE TRANSMISION ESPANA SL.,ESP,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX SOFTWARE SOLUTIONS PRIVATE LIMITED,IND,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX STREAMING SERVICES INC,USA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX STREAMING SERVICES INTERNATIONAL B.V.,NLD,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX STUDIOS LLC,USA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETFLIX STUDIOS UK LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
"NETFLIX, INC.",USA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NETSURE TELECOM,IRL,cloud-computing,ORACLE CORP
NETSURE TELECOM,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
NEVEN VISION GERMANY GMBH,DEU,digital-advertising,ALPHABET INC.
NEVEN VISION KK,JPN,digital-advertising,ALPHABET INC.
NEW DIMENSION SOFTWARE INC,USA,software_enterprise-software_supply-chain-management-software,BMC SOFTWARE INC
NEW WORK SE,DEU,digital-advertising,NEW WORK SE
NEWEGG CANADA INC,CAN,online-marketplace,NEWEGG INC
NEWEGG INC,USA,online-marketplace,NEWEGG INC
NEWFOLD DIGITAL INC.,USA,web-hosting,NEWEGG INC
NEWSWEEK INC,USA,online-marketplace,NEWSWEEK INC
NEXT GAMES OYJ,FIN,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NEXT-LEVEL GAMES INC,USA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NIGHT SCHOOL STUDIO LLC,USA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
NINTENDO (HONG KONG) LIMITED,HKG,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO 2018 TOV,UKR,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO AUSTRALIA PTY LIMITED,AUS,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO BENELUX B.V.,NLD,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO CA DE VENEZUELA,VEN,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
"NINTENDO CO.,LTD.",JPN,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO EUROPEAN RESEARCH AND DEVELOPMENT,FRA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO FRANCE,FRA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO IBERICA SA,ESP,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO OF AMERICA INC,USA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO OF CANADA LTD,CAN,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO OF EUROPE GMBH,DEU,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
"NINTENDO SALES CO.,LTD.",JPN,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO SOFTWARE TECHNOLOGY CORP,USA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO TECHNOLOGY DEVELOPMENT INC,USA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NINTENDO WORLD STORE,USA,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
NIWOT ACQUISITION CORP.,USA,cloud-computing,ORACLE CORP
NIWOT ACQUISITION CORP.,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
NIXXES SOFTWARE B.V.,NLD,digital-media_video-games_pc-games,SONY GROUP CORPORATION
NOMADIC SYSTEMS INC,USA,cloud-computing,ORACLE CORP
NOMADIC SYSTEMS INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
NOVITEX ACQUISITION LLC,USA,software_productivity-software_office-software,"EXELA TECHNOLOGIES, INC."
NOVITEX ENTERPRISE SOLUTIONS CANADA INC,CAN,software_productivity-software_office-software,"EXELA TECHNOLOGIES, INC."
NOVITEX ENTERPRISE SOLUTIONS INC,USA,software_productivity-software_office-software,"EXELA TECHNOLOGIES, INC."
NOVITEX GOVERNMENT SOLUTIONS LLC,USA,software_productivity-software_office-software,"EXELA TECHNOLOGIES, INC."
"NOVITEX INTERMEDIATE, LLC",USA,software_productivity-software_office-software,"EXELA TECHNOLOGIES, INC."
NQUIRE SOFTWARE INC,USA,cloud-computing,ORACLE CORP
NQUIRE SOFTWARE INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
NS HOLDINGS CO,USA,software_enterprise-software_customer-relationship-management-software,VERISIGN INC
"NUANCE COMMUNICATIONS, INC.",USA,software_enterprise-software_business-intelligence-software,MICROSOFT CORPORATION
NUODB INC,USA,cloud-computing,NUODB INC
ORACLE EGYPT,EGY,cloud-computing,ORACLE CORP
ORACLE EGYPT,EGY,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
O AGENCY GROUP INC,USA,online-marketplace,"OVERSTOCK.COM, INC."
O COM LAND LLC,USA,online-marketplace,"OVERSTOCK.COM, INC."
O TRAVELCOM INC,USA,online-marketplace,"OVERSTOCK.COM, INC."
O.CO HK LIMITED,HKG,online-marketplace,"OVERSTOCK.COM, INC."
"O.COM GIFT CARDS, INC.",USA,online-marketplace,"OVERSTOCK.COM, INC."
"O.COM VENTURES, INC.",USA,online-marketplace,"OVERSTOCK.COM, INC."
OBJECTROCKET LLC,USA,software_enterprise-software_business-intelligence-software,"RACKSPACE TECHNOLOGY, INC."
OCAPAC DISTRIBUTOR PARTNER UNLIMITED COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC DISTRIBUTOR PARTNER UNLIMITED COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC HOLDING COMPANY UNLIMITED COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC HOLDING COMPANY UNLIMITED COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC KOREA HOLDING COMPANY UNLIMITED COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC KOREA HOLDING COMPANY UNLIMITED COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC MAURITIUS HOLDING COMPANY LIMITED,MUS,cloud-computing,ORACLE CORP
OCAPAC MAURITIUS HOLDING COMPANY LIMITED,MUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC NIH1 COMPANY UNLIMITED COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC NIH1 COMPANY UNLIMITED COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC NIH3 COMPANY UNLIMITED COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC NIH3 COMPANY UNLIMITED COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC OPERATING COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC OPERATING COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC RESEARCH PARTNER UNLIMITED COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC RESEARCH PARTNER UNLIMITED COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OCAPAC VIETNAM HOLDING COMPANY UNLIMITED COMPANY,IRL,cloud-computing,ORACLE CORP
OCAPAC VIETNAM HOLDING COMPANY UNLIMITED COMPANY,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OIC ACQUISITION I CORPORATION,USA,cloud-computing,ORACLE CORP
OIC ACQUISITION I CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OIC ACQUISITION II CORPORATION,USA,cloud-computing,ORACLE CORP
OIC ACQUISITION II CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OIC ACQUISITION VIII CORPORATION,USA,cloud-computing,ORACLE CORP
OIC ACQUISITION VIII CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OMNITURE LLC,USA,software_enterprise-software_business-intelligence-software,ADOBE INC
"ONE STORE CO.,LTD",KOR,digital-media_video-games_pc-games,NAVER CORPORATION
"ONEEIGHTY,INC.",JPN,software_enterprise-software_enterprise-resource-planning-software,"CDK GLOBAL, INC."
ONTARGET ACQUISITION SUB II LLC,USA,cloud-computing,ORACLE CORP
ONTARGET ACQUISITION SUB II LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ONTARGET ACQUISITION SUB III LLC,USA,cloud-computing,ORACLE CORP
ONTARGET ACQUISITION SUB III LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ONTARGET ACQUISITION SUB LLC,USA,cloud-computing,ORACLE CORP
ONTARGET ACQUISITION SUB LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
OPEN UNIVERSITIES AUSTRALIA PTY LTD,AUS,eservices_online-education,OPEN UNIVERSITIES AUSTRALIA PTY LTD
OPENCLASSROOMS,FRA,eservices_online-education,OPENCLASSROOMS
OPENTABLE INC,USA,online-travel-market,BOOKING HOLDINGS INC.
OPTEUM,USA,payment-service,OPTEUM
"ORACLE (CHINA) SOFTWARE SYSTEM CO., LTD.",CHN,cloud-computing,ORACLE CORP
"ORACLE (CHINA) SOFTWARE SYSTEM CO., LTD.",CHN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE (OFSS) ASP PRIVATE LIMITED,IND,cloud-computing,ORACLE CORP
ORACLE (OFSS) ASP PRIVATE LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE (OFSS) BPO SERVICES LIMITED,IND,cloud-computing,ORACLE CORP
ORACLE (OFSS) BPO SERVICES LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE (OFSS) PROCESSING SERVICES LIMITED,IND,cloud-computing,ORACLE CORP
ORACLE (OFSS) PROCESSING SERVICES LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE (PHILIPPINES) CORPORATION,PHL,cloud-computing,ORACLE CORP
ORACLE (PHILIPPINES) CORPORATION,PHL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE ACQUISITION II CORPORATION,USA,cloud-computing,ORACLE CORP
ORACLE ACQUISITION II CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE ACQUISTION I CORPORATION,USA,cloud-computing,ORACLE CORP
ORACLE ACQUISTION I CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE AMERICAS INVESTMENT 2 LLC,USA,cloud-computing,ORACLE CORP
ORACLE AMERICAS INVESTMENT 2 LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE AMERICAS INVESTMENT 3 LLC,USA,cloud-computing,ORACLE CORP
ORACLE AMERICAS INVESTMENT 3 LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE AMERICAS INVESTMENT LLC,USA,cloud-computing,ORACLE CORP
ORACLE AMERICAS INVESTMENT LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE AUSTRALIA HOLDINGS PTY LTD,AUS,cloud-computing,ORACLE CORP
ORACLE AUSTRALIA HOLDINGS PTY LTD,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE AUSTRIA GMBH,AUT,cloud-computing,ORACLE CORP
ORACLE AUSTRIA GMBH,AUT,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE BEA SPAIN HOLDINGS LLC,USA,cloud-computing,ORACLE CORP
ORACLE BEA SPAIN HOLDINGS LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE BH D.O.O .SARAJEVO,BIH,cloud-computing,ORACLE CORP
ORACLE BH D.O.O .SARAJEVO,BIH,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE BILGI SISTEMLERI SANAYI VE TICARET LTD STI,TUR,cloud-computing,ORACLE CORP
ORACLE BILGI SISTEMLERI SANAYI VE TICARET LTD STI,TUR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE BILGISAYAR SISTEMLERI LIMITED SIRKETI,TUR,cloud-computing,ORACLE CORP
ORACLE BILGISAYAR SISTEMLERI LIMITED SIRKETI,TUR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE CANADA ULC ROBERT HYMUS,CAN,cloud-computing,ORACLE CORP
ORACLE CANADA ULC ROBERT HYMUS,CAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
ORACLE CAPAC FINANCE S.A R.L.,LUX,cloud-computing,ORACLE CORP
ORACLE CAPAC FINANCE S.A R.L.,LUX,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
